"25.4";"3";"Manufacture of weapons and ammunition";""
"25.40";"4";"Manufacture of weapons and ammunition";""
"25.40.0";"5";"Manufacture of weapons and ammunition";""
"25.5";"3";"Forging, pressing, stamping and roll-forming of metal; powder metallurgy";""
"25.50";"4";"Forging, pressing, stamping and roll-forming of metal; powder metallurgy";""
"25.50.1";"5";"Hammer forging";""
"25.50.2";"5";"Drop forging";""
"25.50.3";"5";"Cold extrusion";""
"25.50.4";"5";"Pressing, stamping and roll-forming";""
"25.50.5";"5";"Powder metallurgy";""
"25.6";"3";"Treatment and coating of metals; machining";""
"25.61";"4";"Treatment and coating of metals";""
"25.61.0";"5";"Treatment and coating of metals";""
"25.62";"4";"Machining";""
"25.62.0";"5";"Machining";""
"25.7";"3";"Manufacture of cutlery, tools and general hardware";""
"25.71";"4";"Manufacture of cutlery";""
"25.71.0";"5";"Manufacture of cutlery";""
"25.72";"4";"Manufacture of locks and hinges";""
"25.72.0";"5";"Manufacture of locks and hinges";""
"25.73";"4";"Manufacture of tools";""
"25.73.1";"5";"Manufacture of hand tools";""
"25.73.2";"5";"Manufacture of saws and of machine-tools for woodworking";""
"25.73.3";"5";"Manufacture of interchangeable tools for metalworking n.e.c.";""
"25.73.4";"5";"Manufacture of agricultural implements";""
"25.73.5";"5";"Manufacture of other tools";""
"25.9";"3";"Manufacture of other fabricated metal products";""
"25.91";"4";"Manufacture of steel drums and similar containers";""
"25.91.0";"5";"Manufacture of steel drums and similar containers";""
"25.92";"4";"Manufacture of light metal packaging";""
"25.92.0";"5";"Manufacture of light metal packaging";""
"25.93";"4";"Manufacture of wire products, chain and springs";""
"25.93.0";"5";"Manufacture of wire products, chain and springs";""
"25.94";"4";"Manufacture of fasteners and screw machine products";""
"25.94.0";"5";"Manufacture of fasteners and screw machine products";""
"25.99";"4";"Manufacture of other fabricated metal products n.e.c.";""
"25.99.1";"5";"Manufacture of non-electrical metal household articles";""
"25.99.2";"5";"Manufacture of safes, strong-boxes, armoured doors, etc.";""
"25.99.3";"5";"Manufacture of fabricated metal products n.e.c.";""
"26";"2";"Manufacture of computer, electronic and optical products";""
"26.1";"3";"Manufacture of electronic components and boards";""
"26.11";"4";"Manufacture of electronic components";""
"26.11.1";"5";"Manufacture of solar cells and solar modules";""
"26.11.9";"5";"Manufacture of other electronic components";""
"26.12";"4";"Manufacture of loaded electronic boards";""
"26.12.0";"5";"Manufacture of loaded electronic boards";""
"26.2";"3";"Manufacture of computers and peripheral equipment";""
"26.20";"4";"Manufacture of computers and peripheral equipment";""
"26.20.0";"5";"Manufacture of computers and peripheral equipment";""
"26.3";"3";"Manufacture of communication equipment";""
"26.30";"4";"Manufacture of communication equipment";""
"26.30.0";"5";"Manufacture of communication equipment";""
"26.4";"3";"Manufacture of consumer electronics";""
"26.40";"4";"Manufacture of consumer electronics";""
"26.40.0";"5";"Manufacture of consumer electronics";""
"26.5";"3";"Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks";""
"26.51";"4";"Manufacture of instruments and appliances for measuring, testing and navigation";""
"26.51.1";"5";"Manufacture of electric instruments and appliances for measuring, testing and navigation";""
"26.51.2";"5";"Manufacture of non-electric instruments and appliances for measuring, testing and navigation";""
"26.51.3";"5";"Manufacture of testing machines";""
"26.52";"4";"Manufacture of watches and clocks";""
"26.52.0";"5";"Manufacture of watches and clocks";""
"26.6";"3";"Manufacture of irradiation, electromedical and electrotherapeutic equipment";""
"26.60";"4";"Manufacture of irradiation, electromedical and electrotherapeutic equipment";""
"26.60.0";"5";"Manufacture of irradiation, electromedical and electrotherapeutic equipment";""
"26.7";"3";"Manufacture of optical instruments and photographic equipment";""
"26.70";"4";"Manufacture of optical instruments and photographic equipment";""
"26.70.0";"5";"Manufacture of optical instruments and photographic equipment";""
"26.8";"3";"Manufacture of magnetic and optical media";""
"26.80";"4";"Manufacture of magnetic and optical media";""
"26.80.0";"5";"Manufacture of magnetic and optical media";""
"27";"2";"Manufacture of electrical equipment";""
"27.1";"3";"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus";""
"27.11";"4";"Manufacture of electric motors, generators and transformers";""
"27.11.0";"5";"Manufacture of electric motors, generators and transformers";""
"27.12";"4";"Manufacture of electricity distribution and control apparatus";""
"27.12.0";"5";"Manufacture of electricity distribution and control apparatus";""
"27.2";"3";"Manufacture of batteries and accumulators";""
"27.20";"4";"Manufacture of batteries and accumulators";""
"27.20.0";"5";"Manufacture of batteries and accumulators";""
"27.3";"3";"Manufacture of wiring and wiring devices";""
"27.31";"4";"Manufacture of fibre optic cables";""
"27.31.0";"5";"Manufacture of fibre optic cables";""
"27.32";"4";"Manufacture of other electronic and electric wires and cables";""
"27.32.0";"5";"Manufacture of other electronic and electric wires and cables";""
"27.33";"4";"Manufacture of wiring devices";""
"27.33.0";"5";"Manufacture of wiring devices";""
"27.4";"3";"Manufacture of electric lighting equipment";""
"27.40";"4";"Manufacture of electric lighting equipment";""
"27.40.0";"5";"Manufacture of electric lighting equipment";""
"27.5";"3";"Manufacture of domestic appliances";""
"27.51";"4";"Manufacture of electric domestic appliances";""
"27.51.0";"5";"Manufacture of electric domestic appliances";""
"27.52";"4";"Manufacture of non-electric domestic appliances";""
"27.52.0";"5";"Manufacture of non-electric domestic appliances";""
"27.9";"3";"Manufacture of other electrical equipment";""
"27.90";"4";"Manufacture of other electrical equipment";""
"27.90.0";"5";"Manufacture of other electrical equipment";""
"28";"2";"Manufacture of machinery and equipment n.e.c.";""
"28.1";"3";"Manufacture of general-purpose machinery";""
"28.11";"4";"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines";""
"28.11.0";"5";"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines";""
"28.12";"4";"Manufacture of fluid power equipment";""
"28.12.0";"5";"Manufacture of fluid power equipment";""
"28.13";"4";"Manufacture of other pumps and compressors";""
"28.13.0";"5";"Manufacture of other pumps and compressors";""
"28.14";"4";"Manufacture of other taps and valves";""
"28.14.0";"5";"Manufacture of other taps and valves";""
"28.15";"4";"Manufacture of bearings, gears, gearing and driving elements";""
"28.15.0";"5";"Manufacture of bearings, gears, gearing and driving elements";""
"28.2";"3";"Manufacture of other general-purpose machinery";""
"28.21";"4";"Manufacture of ovens, furnaces and furnace burners";""
"28.21.1";"5";"Manufacture of solar heat collectors";""
"28.21.9";"5";"Manufacture of other ovens, furnaces and furnace burners";""
"28.22";"4";"Manufacture of lifting and handling equipment";""
"28.22.0";"5";"Manufacture of lifting and handling equipment";""
"28.23";"4";"Manufacture of office machinery and equipment (except computers and peripheral equipment)";""
"28.23.0";"5";"Manufacture of office machinery and equipment (except computers and peripheral equipment)";""
"28.24";"4";"Manufacture of power-driven hand tools";""
"28.24.0";"5";"Manufacture of power-driven hand tools";""
"28.25";"4";"Manufacture of non-domestic cooling and ventilation equipment";""
"28.25.0";"5";"Manufacture of non-domestic cooling and ventilation equipment";""
"28.29";"4";"Manufacture of other general-purpose machinery n.e.c.";""
"28.29.0";"5";"Manufacture of other general-purpose machinery n.e.c.";""
"28.3";"3";"Manufacture of agricultural and forestry machinery";""
"28.30";"4";"Manufacture of agricultural and forestry machinery";""
"28.30.0";"5";"Manufacture of agricultural and forestry machinery";""
"28.4";"3";"Manufacture of metal forming machinery and machine tools";""
"28.41";"4";"Manufacture of metal forming machinery";""
"28.41.0";"5";"Manufacture of metal forming machinery";""
"28.49";"4";"Manufacture of other machine tools";""
"28.49.1";"5";"Manufacture of machine tools for working stone, concrete and other mineral substances";""
"28.49.2";"5";"Manufacture of machine tools for working other hard materials";""
"28.49.3";"5";"Manufacture of holders and other accessories for machine tools";""
"28.49.9";"5";"Manufacture of other machine tools n.e.c.";""
"28.9";"3";"Manufacture of other special-purpose machinery";""
"28.91";"4";"Manufacture of machinery for metallurgy";""
"28.91.0";"5";"Manufacture of machinery for metallurgy";""
"28.92";"4";"Manufacture of machinery for mining, quarrying and construction";""
"28.92.1";"5";"Manufacture of machinery for mining and quarrying";""
"28.92.2";"5";"Manufacture of machinery for construction";""
"28.93";"4";"Manufacture of machinery for food, beverage and tobacco processing";""
"28.93.0";"5";"Manufacture of machinery for food, beverage and tobacco processing";""
"28.94";"4";"Manufacture of machinery for textile, apparel and leather production";""
"28.94.0";"5";"Manufacture of machinery for textile, apparel and leather production";""
"28.95";"4";"Manufacture of machinery for paper and paperboard production";""
"28.95.0";"5";"Manufacture of machinery for paper and paperboard production";""
"28.96";"4";"Manufacture of plastics and rubber machinery";""
"28.96.0";"5";"Manufacture of plastics and rubber machinery";""
"28.99";"4";"Manufacture of other special-purpose machinery n.e.c.";""
"28.99.0";"5";"Manufacture of other special-purpose machinery n.e.c.";""
"29";"2";"Manufacture of motor vehicles, trailers and semi-trailers";""
"29.1";"3";"Manufacture of motor vehicles";""
"29.10";"4";"Manufacture of motor vehicles";""
"29.10.1";"5";"Manufacture of passenger cars and their engines";""
"29.10.2";"5";"Manufacture of commercial vehicles and their engines";""
"29.2";"3";"Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers";""
"29.20";"4";"Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers";""
"29.20.0";"5";"Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers";""
"29.3";"3";"Manufacture of parts and accessories for motor vehicles";""
"29.31";"4";"Manufacture of electrical and electronic equipment for motor vehicles";""
"29.31.0";"5";"Manufacture of electrical and electronic equipment for motor vehicles";""
"29.32";"4";"Manufacture of other parts and accessories for motor vehicles";""
"29.32.0";"5";"Manufacture of other parts and accessories for motor vehicles";""
"30";"2";"Manufacture of other transport equipment";""
"30.1";"3";"Building of ships and boats";""
"30.11";"4";"Building of ships and floating structures";""
"30.11.0";"5";"Building of ships and floating structures";""
"30.12";"4";"Building of pleasure and sporting boats";""
"30.12.0";"5";"Building of pleasure and sporting boats";""
"30.2";"3";"Manufacture of railway locomotives and rolling stock";""
"30.20";"4";"Manufacture of railway locomotives and rolling stock";""
"30.20.1";"5";"Manufacture of locomotives and other rail vehicles";""
"30.20.2";"5";"Manufacture of railway infrastructure";""
"30.3";"3";"Manufacture of air and spacecraft and related machinery";""
"30.30";"4";"Manufacture of air and spacecraft and related machinery";""
"30.30.0";"5";"Manufacture of air and spacecraft and related machinery";""
"30.4";"3";"Manufacture of military fighting vehicles";""
"30.40";"4";"Manufacture of military fighting vehicles";""
"30.40.0";"5";"Manufacture of military fighting vehicles";""
"30.9";"3";"Manufacture of transport equipment n.e.c.";""
"30.91";"4";"Manufacture of motorcycles";""
"30.91.0";"5";"Manufacture of motorcycles";""
"30.92";"4";"Manufacture of bicycles and invalid carriages";""
"30.92.0";"5";"Manufacture of bicycles and invalid carriages";""
"30.99";"4";"Manufacture of other transport equipment n.e.c.";""
"30.99.0";"5";"Manufacture of other transport equipment n.e.c.";""
"31";"2";"Manufacture of furniture";""
"31.0";"3";"Manufacture of furniture";""
"31.01";"4";"Manufacture of office and shop furniture";""
"31.01.1";"5";"Manufacture of office furniture";""
"31.01.2";"5";"Manufacture of shop furniture and other special furniture";""
"31.02";"4";"Manufacture of kitchen furniture";""
"31.02.0";"5";"Manufacture of kitchen furniture";""
"31.03";"4";"Manufacture of mattresses";""
"31.03.0";"5";"Manufacture of mattresses";""
"31.09";"4";"Manufacture of other furniture";""
"31.09.1";"5";"Manufacture of armchairs, sofas and couches";""
"31.09.9";"5";"Manufacture of other furniture n.e.c.";""
"32";"2";"Other manufacturing";""
"32.1";"3";"Manufacture of jewellery, bijouterie and related articles";""
"32.11";"4";"Striking of coins";""
"32.11.0";"5";"Striking of coins";""
"32.12";"4";"Manufacture of jewellery and related articles";""
"32.12.0";"5";"Manufacture of jewellery and related articles";""
"32.13";"4";"Manufacture of imitation jewellery and related articles";""
"32.13.0";"5";"Manufacture of imitation jewellery and related articles";""
"32.2";"3";"Manufacture of musical instruments";""
"32.20";"4";"Manufacture of musical instruments";""
"32.20.0";"5";"Manufacture of musical instruments";""
"32.3";"3";"Manufacture of sports goods";""
"32.30";"4";"Manufacture of sports goods";""
"32.30.0";"5";"Manufacture of sports goods";""
"32.4";"3";"Manufacture of games and toys";""
"32.40";"4";"Manufacture of games and toys";""
"32.40.0";"5";"Manufacture of games and toys";""
"32.5";"3";"Manufacture of medical and dental instruments and supplies";""
"32.50";"4";"Manufacture of medical and dental instruments and supplies";""
"32.50.1";"5";"Manufacture of medico-technical instruments and supplies n.e.c.";""
"32.50.2";"5";"Manufacture of orthopaedic appliances";""
"32.50.3";"5";"Dental laboratories";""
"32.9";"3";"Manufacturing n.e.c.";""
"32.91";"4";"Manufacture of brooms and brushes";""
"32.91.0";"5";"Manufacture of brooms and brushes";""
"32.99";"4";"Other manufacturing n.e.c.";""
"32.99.0";"5";"Other manufacturing n.e.c.";""
"33";"2";"Repair and installation of machinery and equipment";""
"33.1";"3";"Repair of fabricated metal products, machinery and equipment";""
"33.11";"4";"Repair of fabricated metal products";""
"33.11.0";"5";"Repair of fabricated metal products";""
"33.12";"4";"Repair of machinery";""
"33.12.0";"5";"Repair of machinery";""
"33.13";"4";"Repair of electronic and optical equipment";""
"33.13.0";"5";"Repair of electronic and optical equipment";""
"33.14";"4";"Repair of electrical equipment";""
"33.14.0";"5";"Repair of electrical equipment";""
"33.15";"4";"Repair and maintenance of ships and boats";""
"33.15.0";"5";"Repair and maintenance of ships and boats";""
"33.16";"4";"Repair and maintenance of aircraft and spacecraft";""
"33.16.0";"5";"Repair and maintenance of aircraft and spacecraft";""
"33.17";"4";"Repair and maintenance of other transport equipment";""
"33.17.0";"5";"Repair and maintenance of other transport equipment";""
"33.19";"4";"Repair of other equipment";""
"33.19.0";"5";"Repair of other equipment";""
"33.2";"3";"Installation of industrial machinery and equipment";""
"33.20";"4";"Installation of industrial machinery and equipment";""
"33.20.0";"5";"Installation of industrial machinery and equipment";""
"D";"1";"Electricity, gas, steam and air conditioning supply";""
"35";"2";"Electricity, gas, steam and air conditioning supply";""
"35.1";"3";"Electric power generation, transmission and distribution";""
"35.11";"4";"Production of electricity";""
"35.11.1";"5";"Production of electricity without distribution";""
"35.11.2";"5";"Production of electricity incl. purchases from other suppliers for distribution";""
"35.11.3";"5";"Production of electricity excl. purchases from other suppliers for distribution";""
"35.12";"4";"Transmission of electricity";""
"35.12.0";"5";"Transmission of electricity";""
"35.13";"4";"Distribution of electricity";""
"35.13.0";"5";"Distribution of electricity";""
"35.14";"4";"Trade of electricity";""
"35.14.0";"5";"Trade of electricity";""
"35.2";"3";"Manufacture of gas; distribution of gaseous fuels through mains";""
"35.21";"4";"Manufacture of gas";""
"35.21.1";"5";"Manufacture of gas without distribution";""
"35.21.2";"5";"Manufacture of gas incl. purchases from other suppliers for distribution";""
"35.21.3";"5";"Manufacture of gas excl. purchases from other suppliers for distribution";""
"35.22";"4";"Distribution of gaseous fuels through mains";""
"35.22.0";"5";"Distribution of gaseous fuels through mains";""
"35.23";"4";"Trade of gas through mains";""
"35.23.0";"5";"Trade of gas through mains";""
"35.3";"3";"Steam and air conditioning supply";""
"35.30";"4";"Steam and air conditioning supply";""
"35.30.0";"5";"Steam and air conditioning supply";""
"E";"1";"Water supply; sewerage, waste management and remediation activities";""
"36";"2";"Water collection, treatment and supply";""
"36.0";"3";"Water collection, treatment and supply";""
"36.00";"4";"Water collection, treatment and supply";""
"36.00.1";"5";"Collection and purification of water incl. purchases from other suppliers for distribution";""
"36.00.2";"5";"Collection and purification of water excl. purchases from other suppliers for distribution";""
"36.00.3";"5";"Distribution of water without collection and purification";""
"37";"2";"Sewerage";""
"37.0";"3";"Sewerage";""
"37.00";"4";"Sewerage";""
"37.00.1";"5";"Operation of sewer systems";""
"37.00.2";"5";"Operation of sewage treatment facilities";""
"38";"2";"Waste collection, treatment and disposal activities; materials recovery";""
"38.1";"3";"Waste collection";""
"38.11";"4";"Collection of non-hazardous waste";""
"38.11.0";"5";"Collection of non-hazardous waste";""
"38.12";"4";"Collection of hazardous waste";""
"38.12.0";"5";"Collection of hazardous waste";""
"38.2";"3";"Waste treatment and disposal";""
"38.21";"4";"Treatment and disposal of non-hazardous waste";""
"38.21.0";"5";"Treatment and disposal of non-hazardous waste";""
"38.22";"4";"Treatment and disposal of hazardous waste";""
"38.22.0";"5";"Treatment and disposal of hazardous waste";""
"38.3";"3";"Materials recovery";""
"38.31";"4";"Dismantling of wrecks";""
"38.31.0";"5";"Dismantling of wrecks";""
"38.32";"4";"Recovery of sorted materials";""
"38.32.0";"5";"Recovery of sorted materials";""
"39";"2";"Remediation activities and other waste management services";""
"39.0";"3";"Remediation activities and other waste management services";""
"39.00";"4";"Remediation activities and other waste management services";""
"39.00.0";"5";"Remediation activities and other waste management services";""
"F";"1";"Construction";""
"41";"2";"Construction of buildings";""
"41.1";"3";"Development of building projects";""
"41.10";"4";"Development of building projects";""
"41.10.1";"5";"Development of land not built-on";""
"41.10.2";"5";"Development of building projects for non-residential buildings";""
"41.10.3";"5";"Development of building projects for residential buildings";""
"41.2";"3";"Construction of residential and non-residential buildings";""
"41.20";"4";"Construction of residential and non-residential buildings";""
"41.20.1";"5";"Construction of residential and non-residential buildings (except prefabricated constructions)";""
"41.20.2";"5";"Assembly and erection of prefabricated constructions";""
"42";"2";"Civil engineering";""
"42.1";"3";"Construction of roads and railways";""
"42.11";"4";"Construction of roads and motorways";""
"42.11.0";"5";"Construction of roads and motorways";""
"42.12";"4";"Construction of railways and underground railways";""
"42.12.0";"5";"Construction of railways and underground railways";""
"42.13";"4";"Construction of bridges and tunnels";""
"42.13.0";"5";"Construction of bridges and tunnels";""
"42.2";"3";"Construction of utility projects";""
"42.21";"4";"Construction of utility projects for fluids";""
"42.21.0";"5";"Construction of utility projects for fluids";""
"42.22";"4";"Construction of utility projects for electricity and telecommunications";""
"42.22.0";"5";"Construction of utility projects for electricity and telecommunications";""
"42.9";"3";"Construction of other civil engineering projects";""
"42.91";"4";"Construction of water projects";""
"42.91.0";"5";"Construction of water projects";""
"42.99";"4";"Construction of other civil engineering projects n.e.c.";""
"42.99.0";"5";"Construction of other civil engineering projects n.e.c.";""
"43";"2";"Specialised construction activities";""
"43.1";"3";"Demolition and site preparation";""
"43.11";"4";"Demolition";""
"43.11.0";"5";"Demolition";""
"43.12";"4";"Site preparation";""
"43.12.0";"5";"Site preparation";""
"43.13";"4";"Test drilling and boring";""
"43.13.0";"5";"Test drilling and boring";""
"43.2";"3";"Electrical, plumbing and other construction installation activities";""
"43.21";"4";"Electrical installation";""
"43.21.0";"5";"Electrical installation";""
"43.22";"4";"Plumbing, heat and air-conditioning installation";""
"43.22.0";"5";"Plumbing, heat and air-conditioning installation";""
"43.29";"4";"Other construction installation";""
"43.29.1";"5";"Insulation work activities";""
"43.29.9";"5";"Other construction installation n.e.c.";""
"43.3";"3";"Building completion and finishing";""
"43.31";"4";"Plastering";""
"43.31.0";"5";"Plastering";""
"43.32";"4";"Joinery installation";""
"43.32.0";"5";"Joinery installation";""
"43.33";"4";"Floor and wall covering";""
"43.33.0";"5";"Floor and wall covering";""
"43.34";"4";"Painting and glazing";""
"43.34.1";"5";"Painting and lacquering";""
"43.34.2";"5";"Glazing";""
"43.39";"4";"Other building completion and finishing";""
"43.39.0";"5";"Other building completion and finishing";""
"43.9";"3";"Other specialised construction activities";""
"43.91";"4";"Roofing activities";""
"43.91.1";"5";"Erection of roofs, roof covering and related plumbing work";""
"43.91.2";"5";"Erection of frames and constructional timber works";""
"43.99";"4";"Other specialised construction activities n.e.c.";""
"43.99.1";"5";"Scaffolds and work platforms erecting and dismantling";""
"43.99.2";"5";"Erection of chimneys and industrial ovens";""
"43.99.9";"5";"Construction activities n.e.c.";""
"G";"1";"Wholesale and retail trade; repair of motor vehicles and motorcycles";""
"45";"2";"Wholesale and retail trade and repair of motor vehicles and motorcycles";""
"45.1";"3";"Sale of motor vehicles";""
"45.11";"4";"Sale of cars and light motor vehicles";""
"45.11.0";"5";"Sale of cars and light motor vehicles";""
"45.19";"4";"Sale of other motor vehicles";""
"45.19.0";"5";"Sale of other motor vehicles";""
"45.2";"3";"Maintenance and repair of motor vehicles";""
"45.20";"4";"Maintenance and repair of motor vehicles";""
"45.20.1";"5";"Spraying and painting of motor vehicles";""
"45.20.2";"5";"Washing, polishing, etc. of motor vehicles";""
"45.20.3";"5";"Maintenance and repair of motor vehicles with a weight not exceeding 3.5 tons (excl. spraying, painting and washing of motor vehicles)";""
"45.20.4";"5";"Maintenance and repair of motor vehicles with a weight exceeding 3.5 tons (excl. spraying, painting and washing of motor vehicles)";""
"45.3";"3";"Sale of motor vehicle parts and accessories";""
"45.31";"4";"Wholesale trade of motor vehicle parts and accessories";""
"45.31.0";"5";"Wholesale trade of motor vehicle parts and accessories";""
"45.32";"4";"Retail trade of motor vehicle parts and accessories";""
"45.32.0";"5";"Retail trade of motor vehicle parts and accessories";""
"45.4";"3";"Sale, maintenance and repair of motorcycles and related parts and accessories";""
"45.40";"4";"Sale, maintenance and repair of motorcycles and related parts and accessories";""
"45.40.0";"5";"Sale, maintenance and repair of motorcycles and related parts and accessories";""
"46";"2";"Wholesale trade, except of motor vehicles and motorcycles";""
"46.1";"3";"Wholesale on a fee or contract basis";""
"46.11";"4";"Agents involved in the sale of agricultural raw materials, live animals, textile raw materials and semi-finished goods";""
"46.11.0";"5";"Agents involved in the sale of agricultural raw materials, live animals, textile raw materials and semi-finished goods";""
"46.12";"4";"Agents involved in the sale of fuels, ores, metals and industrial chemicals";""
"46.12.0";"5";"Agents involved in the sale of fuels, ores, metals and industrial chemicals";""
"46.13";"4";"Agents involved in the sale of timber and building materials";""
"46.13.1";"5";"Agents involved in the sale of wood in the rough, products of primary processing of wood, and wooden construction elements";""
"46.13.2";"5";"Agents involved in the sale of building materials, paints and varnishes";""
"46.14";"4";"Agents involved in the sale of machinery, industrial equipment, ships and aircraft";""
"46.14.1";"5";"Agents involved in the sale of machinery (except agricultural and office machinery) and industrial equipment n.e.c.";""
"46.14.2";"5";"Agents involved in the sale of ships and aircraft";""
"46.14.3";"5";"Agents involved in the sale of audio and video equipment";""
"46.14.4";"5";"Agents involved in the sale of tools";""
"46.14.5";"5";"Agents involved in the sale of office machinery, computers, peripheral equipment and software";""
"46.14.6";"5";"Agents involved in the sale of agricultural machinery and equipment";""
"46.14.7";"5";"Agents involved in the sale of plumbing and heating equipment and supplies, air conditioning";""
"46.14.9";"5";"Agents involved in the sale of electrical and electronic products n.e.c.";""
"46.15";"4";"Agents involved in the sale of furniture, household goods, hardware and ironmongery";""
"46.15.1";"5";"Agents involved in the sale of furniture and antiques";""
"46.15.2";"5";"Agents involved in the sale of china, glassware, products of wood n.e.c. and wickerwork goods";""
"46.15.3";"5";"Agents involved in the sale of electrical household appliances";""
"46.15.4";"5";"Agents involved in the sale of hardware, ironmongery and plastic products n.e.c.";""
"46.15.5";"5";"Agents involved in the sale of cleaning materials";""
"46.16";"4";"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods";""
"46.16.1";"5";"Agents involved in the sale of fabrics for clothing and linen";""
"46.16.2";"5";"Agents involved in the sale of household textiles, household furnishing articles of textile materials and floor coverings";""
"46.16.3";"5";"Agents involved in the sale of clothing";""
"46.16.4";"5";"Agents involved in the sale of clothing accessories";""
"46.16.5";"5";"Agents involved in the sale of footwear, leather goods and luggage";""
"46.17";"4";"Agents involved in the sale of food, beverages and tobacco";""
"46.17.1";"5";"Agents involved in the sale of sugar, chocolate and sugar confectionery";""
"46.17.2";"5";"Agents involved in the sale of wine, sparkling wine and spirits";""
"46.17.9";"5";"Agents involved in the sale of other food, beverages and tobacco";""
"46.18";"4";"Agents specialised in the sale of other particular products";""
"46.18.1";"5";"Agents involved in the sale of precision, photographic and optical equipment";""
"46.18.2";"5";"Agents involved in the sale of watches, clocks, precious metal products and jewellery";""
"46.18.3";"5";"Agents involved in the sale of games, toys and musical instruments";""
"46.18.4";"5";"Agents involved in the sale of pharmaceutical, medical and orthopaedic goods, laboratory equipment, physicians’ and dental material and equipment, dentists’ instruments, material and equipment for hospitals and for nursing care provided to old people";""
"46.18.5";"5";"Agents involved in the sale of perfume and cosmetics";""
"46.18.6";"5";"Agents involved in the sale of paper and paperboard, stationery, gifts and giveaways, packing goods and wallpaper";""
"46.18.7";"5";"Agents involved in the sale of books, newspapers, journals, periodicals, scores and other printed material";""
"46.18.9";"5";"Agents specialised in the sale of other particular products n.e.c.";""
"46.19";"4";"Agents involved in the sale of a variety of goods";""
"46.19.0";"5";"Agents involved in the sale of a variety of goods";""
"46.2";"3";"Wholesale of agricultural raw materials and live animals";""
"46.21";"4";"Wholesale of grain, unmanufactured tobacco, seeds and animal feeds";""
"46.21.0";"5";"Wholesale of grain, unmanufactured tobacco, seeds and animal feeds";""
"46.22";"4";"Wholesale of flowers and plants";""
"46.22.0";"5";"Wholesale of flowers and plants";""
"46.23";"4";"Wholesale of live animals";""
"46.23.0";"5";"Wholesale of live animals";""
"46.24";"4";"Wholesale of hides, skins and leather";""
"46.24.0";"5";"Wholesale of hides, skins and leather";""
"46.3";"3";"Wholesale of food, beverages and tobacco";""
"46.31";"4";"Wholesale of fruit and vegetables";""
"46.31.0";"5";"Wholesale of fruit and vegetables";""
"46.32";"4";"Wholesale of meat and meat products";""
"46.32.0";"5";"Wholesale of meat and meat products";""
"46.33";"4";"Wholesale of dairy products, eggs and edible oils and fats";""
"46.33.0";"5";"Wholesale of dairy products, eggs and edible oils and fats";""
"46.34";"4";"Wholesale of beverages";""
"46.34.0";"5";"Wholesale of beverages";""
"46.35";"4";"Wholesale of tobacco products";""
"46.35.0";"5";"Wholesale of tobacco products";""
"46.36";"4";"Wholesale of sugar and chocolate and sugar confectionery";""
"46.36.0";"5";"Wholesale of sugar and chocolate and sugar confectionery";""
"46.37";"4";"Wholesale of coffee, tea, cocoa and spices";""
"46.37.0";"5";"Wholesale of coffee, tea, cocoa and spices";""
"46.38";"4";"Wholesale of other food, including fish, crustaceans and molluscs";""
"46.38.1";"5";"Wholesale of fish, crustaceans and molluscs";""
"46.38.2";"5";"Wholesale of flour and cereals products";""
"46.38.9";"5";"Wholesale of food n.e.c.";""
"46.39";"4";"Non-specialised wholesale of food, beverages and tobacco";""
"46.39.1";"5";"Non-specialised wholesale of frozen food";""
"46.39.9";"5";"Non-specialised wholesale of other food, beverages and tobacco";""
"46.4";"3";"Wholesale of household goods";""
"46.41";"4";"Wholesale of textiles";""
"46.41.0";"5";"Wholesale of textiles";""
"46.42";"4";"Wholesale of clothing and footwear";""
"46.42.1";"5";"Wholesale of clothing";""
"46.42.2";"5";"Wholesale of footwear";""
"46.43";"4";"Wholesale of electrical household appliances";""
"46.43.1";"5";"Wholesale of photographic and optical equipment";""
"46.43.2";"5";"Wholesale of electrical household appliances";""
"46.43.3";"5";"Wholesale of audio and video equipment";""
"46.44";"4";"Wholesale of china and glassware and cleaning materials";""
"46.44.1";"5";"Wholesale of china and glassware";""
"46.44.2";"5";"Wholesale of detergents and cleaning materials";""
"46.45";"4";"Wholesale of perfume and cosmetics";""
"46.45.0";"5";"Wholesale of perfume and cosmetics";""
"46.46";"4";"Wholesale of pharmaceutical goods";""
"46.46.1";"5";"Wholesale of pharmaceutical goods";""
"46.46.2";"5";"Wholesale of medical and orthopaedic goods, dental and laboratory material and equipment";""
"46.47";"4";"Wholesale of furniture, carpets and lighting equipment";""
"46.47.0";"5";"Wholesale of furniture, carpets and lighting equipment";""
"46.48";"4";"Wholesale of watches and jewellery";""
"46.48.0";"5";"Wholesale of watches and jewellery";""
"46.49";"4";"Wholesale of other household goods";""
"46.49.1";"5";"Wholesale of games, toys and musical instruments";""
"46.49.2";"5";"Wholesale of bicycles, their parts and accessories, sports and camping goods (excl. camping furniture)";""
